no_saida,no_entrada,betweenness
2067,3092,7.243379936646651e-05
2067,4730,0.00028298343339807323
2067,3241,0.0005497896701824049
2067,3850,0.000549789670182405
2067,3299,4.6321967060529616e-05
2067,5271,0.000903909255738859
2067,4831,2.4565541708923665e-05
513,997,3.1209995259054416e-05
513,2026,2.3284560803389708e-05
513,3999,2.2116467876613107e-05
513,3409,1.0300388234220749e-05
513,5148,4.996129713361992e-05
513,5778,3.7933694371228624e-05
513,1489,4.6786714165116465e-05
513,1723,4.594255917165486e-05
513,4989,0.0003385240352064996
513,4023,4.678025515711218e-05
513,5753,2.916318217437531e-05
513,2872,1.2432681023054314e-05
513,1678,1.632178576454434e-05
513,1990,3.8173853972854184e-05
513,4831,1.591132543932581e-05
513,1384,0.00018852587099785204
378,2580,2.7432126008678356e-05
378,4324,0.00022001040736170362
378,1410,0.00014865516624949096
378,3364,4.9722847855673374e-05
378,2516,0.00014310078657299056
4023,499,2.412366868318243e-05
4023,561,0.00019513968267047897
4023,589,0.00010132360750702589
4023,640,0.00015472562475707445
4023,706,3.097239697743174e-05
4023,997,6.302488996331165e-05
4023,1001,0.0004512996621129988
4023,1064,0.0006824486620717163
4023,1489,0.00010047737576480125
4023,1678,1.3550476765629457e-05
4023,1723,6.206476563616777e-05
4023,1962,3.21318533509255e-05
4023,2026,5.724896979502883e-05
4023,2480,4.4526041920195925e-05
4023,2645,3.855094783967685e-05
4023,2882,0.00013579694358021297
4023,3409,1.2396916216981967e-05
4023,3952,6.930570599214348e-05
4023,3999,6.321463076295028e-05
4023,5880,3.18464460424799e-05
4023,4086,6.043663866517095e-05
4023,5826,3.760215298381645e-05
4023,5257,0.00019236929821663795
4023,5753,6.918128461210416e-05
4023,4080,7.354457678230196e-05
4023,5151,5.057242109684075e-05
4023,4831,2.146706888957739e-05
3646,292,1.2951443155697983e-05
3646,589,2.981921783914314e-05
3646,2393,1.025011033039014e-05
3646,4273,1.595969342745388e-05
3646,4831,1.2253442012858497e-05
232,1522,0.0003610874655091244
232,1732,2.5080367850826043e-05
232,4770,1.434948748442465e-05
1522,650,0.00021537048083818052
1522,1907,7.055305828030674e-05
1522,2268,3.8766614398045306e-05
1522,5267,9.895289168781415e-05
1522,4933,5.64019748425183e-05
1522,2765,0.00011034227547588683
1522,3938,0.00018431470871377317
1522,3112,0.0009516157985752507
1522,5854,7.319771199064221e-05
1522,5405,3.931062664975357e-05
1522,5244,3.5644573956256836e-05
1522,3349,5.5430863535766795e-05
1732,1907,0.0003218038006732483
4770,1907,0.00016295243953840468
4408,411,1.641684729090823e-05
4408,1179,2.7672728450790745e-05
4408,2329,1.7960972946151692e-05
4408,2447,0.00016428197729385788
4408,893,0.00013443199931859574
4408,5262,1.808972085875584e-05
4408,4673,3.153680162809283e-05
234,807,6.043505268760935e-06
234,5317,0.00034052394804984844
807,781,0.0001683152766457667
807,5432,0.00016814334976145663
5317,781,6.435662195319345e-05
5317,921,0.0001899247777664155
5317,2905,1.9893882153234325e-05
5317,1878,0.00033852403520649965
5317,651,0.00033852403520649965
5317,2359,0.00014239504125438383
5317,2635,0.0001231580410722109
5317,2680,4.15734177055022e-05
5317,2861,0.00022302602231457386
5317,4478,9.95713197271933e-05
5317,3345,0.00010010380757931863
5317,3682,0.00017971159788936862
5317,4002,3.3592358359005366e-05
5317,4184,6.842859913386951e-05
5317,4203,0.00033852403520649965
5317,4304,1.7718102419776137e-05
5317,4554,0.000291281666243672
5317,5795,2.002316855028455e-05
5317,5432,4.4973915990817184e-05
5317,5325,0.0005719830659173986
236,3039,0.00033852403520649965
3039,4222,0.0003738041199481658
3039,2627,1.1032850865521663e-05
3039,4922,1.1032850865521663e-05
3039,5883,9.638642839267377e-06
237,4733,5.7308961436685233e-08
237,1290,5.7308961436685233e-08
237,2077,5.7308961436685233e-08
237,4707,0.0001258038812457285
237,5865,3.8817619883838444e-06
237,2474,3.1803373774691866e-06
237,4651,5.7308961436685233e-08
237,2592,6.251886702183843e-08
237,1469,2.5007250516454896e-07
237,5327,2.437450981195918e-07
237,5328,6.251886702183843e-08
237,409,3.0105405955627705e-07
4733,409,3.0105405955627705e-07
4733,1290,5.7308961436685233e-08
4733,1469,2.5007250516454896e-07
4733,2077,5.7308961436685233e-08
4733,2474,3.1803373774691866e-06
4733,2592,6.251886702183843e-08
4733,4651,5.7308961436685233e-08
4733,4707,0.0001258038812457285
4733,5865,3.8817619883838444e-06
4733,5327,2.437450981195918e-07
4733,5328,6.251886702183843e-08
1290,409,3.0105405955627705e-07
1290,2077,5.7308961436685233e-08
1290,4707,0.0001258038812457285
1290,2474,3.1803373774691866e-06
1290,4651,5.7308961436685233e-08
1290,5865,3.8817619883838444e-06
1290,1469,2.5007250516454896e-07
1290,2592,6.251886702183843e-08
1290,5327,2.437450981195918e-07
1290,5328,6.251886702183843e-08
2077,409,3.0105405955627705e-07
2077,1469,2.5007250516454896e-07
2077,4707,0.0001258038812457285
2077,2474,3.1803373774691866e-06
2077,4651,5.7308961436685233e-08
2077,5865,3.8817619883838444e-06
2077,2592,6.251886702183843e-08
2077,5327,2.437450981195918e-07
2077,5328,6.251886702183843e-08
4707,409,0.00015249168437395517
4707,589,0.0003250542666975404
4707,997,0.0005652020968447157
4707,1469,0.00014185063733019573
4707,1723,0.0001336433397283271
4707,2133,0.00017118231268005866
4707,2592,0.00012216577002520818
4707,4651,0.00012580388124572856
4707,5327,0.00012068280361590529
4707,5328,0.00012216577002520818
5865,409,3.860566690510048e-06
5865,1469,3.822360716218923e-06
5865,4651,3.8817619883838444e-06
5865,5327,3.80325772907336e-06
2474,409,3.435653648418618e-06
2474,1469,3.4261405171531707e-06
2474,2133,4.223128826775051e-05
2474,4651,3.1803373774691866e-06
2474,2592,3.1726357779085254e-06
2474,5327,3.3783446869819327e-06
2474,5328,3.1726357779085254e-06
4651,409,3.0105405955627705e-07
4651,1469,2.5007250516454896e-07
4651,2592,6.251886702183843e-08
4651,5327,2.437450981195918e-07
4651,5328,6.251886702183843e-08
2592,409,3.1914288889940196e-07
2592,1469,2.6887550077998345e-07
2592,5327,2.6183392746271675e-07
2592,5328,5.7308961436685233e-08
1469,409,3.161544372590469e-07
1469,5327,2.0153651438567644e-07
1469,5328,2.6887550077998345e-07
5327,409,1.1461792287337047e-07
5327,5328,2.6183392746271675e-07
5328,409,3.1914288889940196e-07
409,957,8.123380910726043e-05
238,2167,7.951249138858132e-05
238,3542,8.283026723991453e-05
238,4370,8.283026723991453e-05
2167,680,0.00016548860726371667
2167,5031,0.0002406704065565414
2167,963,2.631018349811142e-05
2167,357,0.000512266167616287
2167,1471,0.00021799896811437638
2167,1760,0.00037866202700933014
2167,1906,0.00026318871373723975
2167,1945,3.5902514497384634e-05
2167,4553,0.00016293771764219907
2167,3145,0.0003383760436390152
2167,4350,4.382244895934494e-05
2167,5703,0.00024202699134441487
2167,5339,0.00011657412579007024
2167,5010,0.000676933452490126
2167,5405,1.867038184032874e-05
2167,5267,0.000456233430691212
3542,2053,0.0001692664259848988
3542,2790,0.0001117635776688518
3542,3342,4.688885560781391e-05
3542,3349,2.3052187031695967e-05
3542,3529,9.513369315960763e-05
3542,4803,0.0001692664259848988
3542,4687,0.0003494965975961874
3542,5339,0.00011327588184201968
4370,2053,0.0001692664259848988
4370,2790,0.0001117635776688518
4370,3342,4.688885560781391e-05
4370,3349,2.3052187031695967e-05
4370,3529,9.513369315960763e-05
4370,4803,0.0001692664259848988
4370,4687,0.0003494965975961874
4370,5339,0.00011327588184201968
3811,287,0.0006038417499104303
3811,5084,0.0008974160751649687
3811,2101,0.0001372324806856909
3811,3236,0.000726041205720319
3811,3638,0.0007260412057203189
3811,5261,0.001003780223164376
3811,5350,0.00040576067945644604
3811,5034,0.00039049062055742696
1047,436,8.470505339499448e-05
1047,956,0.00015210721126179225
1047,2525,0.0001654558488338556
240,575,6.0291239110755795e-06
240,4312,1.609583025218607e-06
240,4762,1.7785774003992006e-05
240,2440,1.976303875432565e-05
240,5078,3.872292091317418e-06
240,3296,1.609583025218607e-06
240,3291,1.3297267037114192e-05
240,2705,0.00012137291179005126
575,669,0.00012698969805028523
4762,1848,8.28382051367936e-06
4762,2027,1.9180515540254895e-05
4762,3068,4.875131729973971e-05
4762,1920,1.0542137047807102e-05
4762,3870,2.6165365916749132e-05
4762,4299,4.856356993866006e-05
4762,5379,0.00015450579290519315
2440,343,2.019193754214921e-05
2440,1924,6.273641125324986e-06
2440,2093,3.4959403877436196e-05
2440,2179,2.421257484665311e-05
2440,5120,0.0005753681098065366
2440,5078,1.528422082586635e-05
2440,4748,7.838633345378213e-05
2440,4624,0.00033852403520649965
5078,1189,1.2054885550717952e-06
5078,2027,5.2363406931980666e-05
5078,2037,7.79165288000292e-06
5078,3236,5.960518011808455e-05
5078,3638,5.960518011808455e-05
5078,3870,5.5105914497412064e-05
3291,712,1.909536310962091e-05
3291,1718,5.647437438954016e-05
3291,2027,2.9945136737467966e-05
3291,2594,2.6397805947112072e-05
3291,4640,2.639780594711207e-05
3291,4173,1.739335833945758e-05
3291,5379,0.00021173674636794138
2705,1287,0.0004270061871155056
2705,5231,0.0002750319004395323
2705,4380,3.4588416779637706e-05
2705,5120,0.00019424468385050985
2705,4068,0.00038334843866944955
4530,314,2.813451366300391e-05
4530,5601,4.302328103610853e-05
4530,3192,5.290095071376162e-05
4530,2922,4.138598627066437e-06
4530,2542,2.8134513663003966e-05
4530,2864,1.4040374328440379e-05
4530,4214,2.6855257642613976e-06
4530,1572,3.471069871829269e-05
4530,5185,3.132554538540483e-05
4530,3599,1.187137877116144e-05
4530,3431,6.793432638025242e-06
4530,2706,2.4368338178515567e-05
4530,3538,6.457371480562739e-05
4530,5282,2.813451366300397e-05
4530,2901,3.0660953679932776e-05
3599,2922,1.653619712806458e-05
3599,2999,0.00011322604794567059
3599,4039,0.00045353464057578253
3599,4214,1.2084652540306235e-05
3599,4904,2.6678687538108183e-05
3599,3820,0.0004861382143206722
4214,1329,1.4784437895861181e-05
4214,3431,3.3988997470411385e-06
246,5027,2.2733293523243137e-05
246,3898,0.0001662937035891421
246,4145,0.0006460158080610754
246,654,4.749405773720491e-05
246,5876,0.00015087230450622614
246,348,0.0006769334524901261
5027,466,5.999674713428284e-05
5027,654,2.119141023209314e-06
5027,921,0.00011650708557937798
5027,1557,2.9370107068854286e-05
5027,2995,3.3538959539447915e-05
5027,4171,5.6040137467146585e-05
3898,3137,6.146989318549641e-05
3898,3218,9.741181287327748e-05
4145,921,1.590631817998639e-05
4145,2661,7.737255463440034e-05
654,466,7.910915036841281e-05
654,4271,0.00014189142384971918
654,4833,2.915445186777219e-05
654,921,0.00017077594743598437
654,2782,1.405785619844207e-05
654,4744,7.602256860721934e-05
654,4357,0.00033852403520649965
654,1369,3.137509471206747e-05
654,4171,7.42577070986636e-05
654,1557,5.010447705100427e-05
654,5534,3.433772517226805e-05
654,3071,1.0612723688735812e-05
5876,337,0.0004452626988118275
5876,3137,4.809658192463963e-05
5876,3218,8.884165854108104e-05
5876,4148,0.00011407051834985914
348,4816,0.0003385240352064997
247,2816,5.7308961436685233e-08
247,5020,7.01261623531847e-05
247,3517,1.3348904293201956e-06
247,2561,4.980621873531205e-05
247,3943,0.00011913041917347518
247,846,2.3747690302180557e-06
247,2859,6.174042497187673e-05
247,5268,4.9325006194700344e-05
247,5169,3.651626959479582e-07
247,5152,6.330886784469572e-05
247,461,0.00015917280824286824
247,5080,0.0001317036715595656
247,2796,6.466691649288227e-05
247,3813,0.00016926201760324982
247,3863,0.00011524480144405414
247,1514,6.266194497123526e-05
2816,461,0.00015917280824286824
2816,846,2.3747690302180557e-06
2816,1514,6.266194497123526e-05
2816,2561,4.980621873531205e-05
2816,2796,6.466691649288227e-05
2816,3863,0.00011524480144405414
2816,5020,7.01261623531847e-05
2816,3517,1.3348904293201956e-06
2816,3943,0.00011913041917347518
2816,2859,6.174042497187673e-05
2816,5268,4.9325006194700344e-05
2816,5169,3.651626959479582e-07
2816,5152,6.330886784469572e-05
2816,5080,0.0001317036715595656
2816,3813,0.00016926201760324982
5020,1200,3.1309958840375194e-06
5020,2810,0.0003009190760639852
5020,3943,6.317737474894937e-05
5020,5169,5.485184005224298e-05
5020,5080,7.557030206325522e-05
3517,846,2.0296923842159354e-07
3517,1543,2.6427873862105225e-06
3517,2796,5.772554704938465e-05
3517,5268,3.89268999575394e-05
3517,3863,0.00010803443231843152
3943,2859,4.017968758126743e-06
3943,5268,4.1425364901495166e-05
846,1543,3.619101781485109e-06
846,5268,4.823423165633314e-05
846,2859,5.728230890044776e-05
846,2109,0.0003385240352064996
846,5152,6.437407626336829e-05
846,2796,5.7822972283827014e-05
846,1514,5.760273565190385e-05
2859,1543,9.356745732723719e-05
2859,5169,6.150978026473643e-05
5268,461,5.7043223080201246e-05
5268,1543,4.821269351435592e-05
5268,1655,0.0002922269592684038
5268,4793,0.0001626937180553609
5268,5152,3.562125743704155e-05
5268,5169,3.831659859622478e-05
5169,1514,6.238020211959649e-05
5169,2728,5.673957608323257e-05
5169,5152,6.30017645846795e-05
5152,2728,5.282240765845362e-05
461,5080,4.678413330847901e-06
461,2810,4.273698244924929e-05
2796,1543,9.390120529331434e-05
1514,1543,9.362166376093054e-05
250,3119,8.218407337758633e-05
250,4746,2.669415857846512e-05
250,3556,4.798866412480294e-06
250,4252,1.789065511504082e-06
250,1700,1.382791619751335e-05
250,2143,0.0002616844564203713
3119,3159,0.0001490779816104915
3119,2952,6.986543488642755e-05
3119,4013,0.00024164139642053996
3119,4252,0.0001242069830925242
3119,5294,0.00020681634627809
4746,491,1.0122825669216912e-05
4746,1076,0.0003881589116904499
4746,1262,0.00010778158299081348
4746,2011,1.1901962434807702e-05
4746,2274,5.396738338629722e-05
4746,2840,0.00017254827353572067
4746,4252,3.4986756805914615e-05
4746,1700,5.324205010603819e-06
3556,2143,0.0004234029930512364
3556,2952,5.750719015710476e-06
3556,4013,7.687398095262227e-05
3556,4384,0.0002628390652300815
3556,4252,4.5323254712548675e-06
4252,2143,0.0003463201577531814
4252,2903,1.395685622575884e-05
4252,4563,2.8905306806836757e-05
4252,5564,7.056099959382792e-05
4252,4461,5.4705377094687614e-05
4252,4986,1.667635462062384e-05
1700,1076,0.00016174210329277208
2143,725,0.00043659170731822874
2143,1992,0.00025734947973288225
2143,4013,0.0005371057691138796
2143,4574,0.00033852403520649965
2143,3971,0.0005179300845208872
2143,5315,0.0003843855142348123
2143,4814,0.0004711367310568058
2143,4986,0.0003607291244220923
2143,3044,0.00032723855979570695
2143,5170,0.0002189383329115724
2143,2449,0.0005807893038203571
2143,2952,0.00022376616034287502
2143,3846,0.0007050473237805961
2143,2903,0.00037711824094725284
1515,5402,0.00033852403520649965
5402,1039,4.416002736696788e-05
5402,2064,0.00010062001036971336
5402,3098,7.576261476668901e-05
5402,3262,0.00010939959838402582
5402,5132,0.0001657989926778042
254,1015,0.00033852403520649965
1015,3797,9.58745723251508e-05
1015,3692,3.893516532019668e-05
1015,4109,0.00020884367045917638
1015,2368,5.278688322927633e-05
1015,3969,0.00033852403520649965
1015,2732,0.00033852403520649965
1015,1683,0.00033852403520649965
256,5042,5.721909791437063e-06
256,2248,9.739860185997226e-06
256,5414,6.779667868469853e-06
256,4703,4.441428541812749e-05
5042,2248,2.4028745414272355e-05
5042,2352,6.305155765780545e-06
5042,5414,5.753212411828919e-06
2248,2352,5.6444175129402717e-05
2248,3534,4.978123797546518e-05
5414,1805,2.2227925578156812e-05
257,4466,0.00017279741105563835
4466,627,0.00033852403520649965
4466,5067,0.00018927681254343653
4466,1451,0.00021165887412964813
4466,3826,0.00029409399098661025
4466,3904,0.00044788970623690986
4466,4272,0.0003145981203970354
4466,4336,0.00023106158662636978
4466,5466,7.87281026285011e-06
4466,4659,0.00025613131019252747
4466,4551,0.00024742987543588185
4466,5087,0.0001824158727576189
4466,5278,0.00030333793602327455
4466,5727,0.00031208728182422374
4466,4377,0.0002490120007776161
4466,5832,0.00023172412125611175
258,737,1.8101308451159073e-05
258,2502,1.5831242243096277e-05
258,1714,0.000362489736429004
258,567,2.0159916822829693e-05
258,1423,3.145242267836228e-05
258,4653,5.0753207121801914e-05
258,2444,2.069837403883658e-05
737,342,1.0691776785276945e-06
737,5666,6.490601861872393e-05
737,4734,6.79430489773778e-07
737,1655,4.17253899026953e-05
737,1144,0.00010583661815756671
737,1727,1.535726957272832e-05
737,2444,8.450204964062886e-07
2502,342,1.2787748983422591e-05
2502,4578,4.242859035835617e-05
2502,924,1.573347100521055e-05
2502,1144,6.130781620107942e-05
2502,1655,4.242856881581235e-05
2502,1776,0.0003092288095351026
2502,2444,9.142004757722863e-06
2502,4734,1.982578239904212e-05
2502,5605,1.733235409272994e-05
2502,3808,2.528404241867935e-05
2502,5203,4.721034047876323e-05
2502,1423,1.5565129750423043e-05
2502,5542,1.5743719314375582e-05
2502,4653,3.195503369826098e-05
2502,5666,7.330956656269567e-05
1714,2578,0.0010152282518508789
1714,1727,0.0003689385584224787
567,342,7.895877878920398e-07
567,795,2.1908273212424595e-07
567,4734,7.5786552494386e-07
567,1803,2.394690378095897e-05
567,1655,3.850730134645901e-05
567,1144,5.727848308274026e-05
567,3808,4.0464850443353e-06
567,5203,5.666751126052731e-05
567,2444,6.382674276013708e-07
567,5666,6.833832319789006e-05
1423,342,4.237813021326947e-06
1423,924,1.0264635555023607e-06
1423,2444,3.335825500833823e-06
1423,3701,2.1223851522812246e-05
1423,3808,6.645336250825012e-07
1423,5203,0.00011003127745959786
1423,4653,2.2732817013719342e-05
4653,342,1.681145082386714e-05
4653,4578,7.153950339687133e-05
4653,871,0.00033852403520649976
4653,994,0.0006364014712528681
4653,1144,0.00018027082304844047
4653,1655,0.00011146318216993428
4653,1727,4.425842094642119e-05
4653,2444,1.3556962562913577e-05
4653,3193,1.6035864024661454e-05
4653,1807,2.4156408127427474e-05
4653,3771,1.1874160578296459e-05
4653,3808,3.3168077301698576e-05
4653,4223,2.4069127133757914e-05
4653,4734,2.702124689993975e-05
4653,5203,0.00014169372538318554
4653,5666,0.00011996544420592563
4653,5542,2.4013846797981445e-05
2444,342,6.664321635503701e-07
2444,924,4.069543582057315e-06
2444,1144,6.634320194282149e-05
2444,1788,1.1095489135087091e-06
2444,5666,6.273112289500523e-05
2444,3771,1.0695983590321049e-06
2444,4734,5.677006016101006e-07
2444,3808,3.1683728780648155e-06
2444,5203,6.541607860988771e-05
2444,5660,1.8662484779201662e-06
2444,3193,5.748140067135141e-07
260,483,0.00033852403520649965
260,1392,1.1461792287337047e-07
260,973,0.0006768188345672526
1392,973,0.0003384094172836263
973,693,0.0018539829076916457
973,3233,0.0002234182306737437
973,3382,0.00033852403520649965
261,1865,5.602864881915578e-05
261,896,7.872259679517117e-05
261,1784,6.417689090638277e-05
261,1298,4.70662103483268e-05
261,5457,5.12166877318163e-05
261,4792,0.00034566774819640026
261,3086,3.071672328402754e-05
261,1706,3.7758120574322736e-05
261,1388,2.9998285894438653e-05
261,2018,3.476706320628751e-05
261,2456,5.171926061531802e-05
261,2335,5.383771797431927e-05
261,1356,5.666610091153887e-05
261,4521,4.3381715014908945e-05
261,2957,2.4777866589968906e-05
261,5162,4.907278925675667e-05
1865,1356,7.6920183833951e-05
1865,1388,3.530175298307762e-05
1865,1784,6.505986636626203e-07
1865,2957,2.1247441028430584e-05
1865,3086,3.259544949115505e-05
1865,1298,7.026600550243471e-06
1865,4657,9.290707119231454e-06
1865,5161,1.3420236783616864e-05
1865,5215,0.00012469163341800882
1865,5457,8.730831364444961e-06
896,5457,7.5560044126233405e-06
896,1706,1.873661212018447e-05
896,2018,4.8620687028875236e-05
896,1356,0.00010429953880304673
896,4521,7.093268949047843e-05
896,2957,1.888234547756312e-05
1784,1356,9.715008563382424e-05
1784,1298,1.3751761920720771e-05
1784,3086,3.710442955653906e-05
1784,4657,7.053007118239394e-06
1784,5215,0.00013286136954152072
1298,1356,7.687080193341765e-05
1298,1706,1.7725332821963393e-05
1298,2335,2.089735307454559e-06
1298,2456,1.002457310174226e-05
1298,2957,1.596176321536171e-05
1298,3086,3.0423793065778376e-05
1298,5135,9.908192250462751e-06
1298,5457,4.002281336909855e-06
1298,5215,0.00010712093920374603
1298,4521,6.318956631545739e-05
1298,5162,4.334458155189826e-06
5457,606,2.795007247311989e-05
5457,1356,8.40304195142236e-05
5457,1388,2.2325825719849772e-05
5457,2018,4.851722110724442e-05
5457,2134,0.00011597414227528912
5457,2681,2.32648884139345e-05
5457,3395,1.971629291414253e-05
5457,3786,2.9960255581473175e-05
5457,5162,6.942260774047663e-06
5457,5215,0.00012372887658429314
4792,1204,0.00021087155507562095
4792,2203,0.0004987446215636159
4792,2300,0.00047833390026387544
4792,2429,0.00035972364119506097
4792,3425,0.00019983368237214288
4792,3033,0.00025366255836668095
4792,3166,0.0006601223323965639
4792,2196,0.0003385240352064997
4792,4153,0.00010553367145105037
4792,4207,7.408761148930087e-05
4792,5262,0.0001735409578207301
4792,5147,0.000147631981294394
3086,1356,3.446459206899027e-05
3086,1388,2.5848678950251032e-05
3086,1706,2.1360918983719454e-05
3086,2335,3.7429171764608515e-05
3086,2456,2.7565472978978565e-05
3086,2957,1.8638457199419793e-05
3086,755,0.00011766462353694787
3086,5135,4.206675559161923e-05
3086,4521,7.646756624164527e-05
3086,4657,8.283181167674366e-05
3086,4994,5.310970926197556e-05
3086,5007,0.0001715086958617001
3086,5215,9.632246484512877e-05
3086,4566,0.00015990889237934073
3086,4200,7.832939665886408e-05
1706,1356,3.736064582640404e-05
1706,1388,2.2638216019493328e-05
1706,755,9.682410897136296e-05
1706,2681,2.667724542683336e-05
1706,5325,0.00030695501206686663
1706,2456,1.0194777455824526e-05
1706,3395,3.4312653345341385e-06
1706,4994,2.3290744581133548e-05
1706,5135,1.9987245576816407e-05
1706,2957,1.4337690791986865e-06
1706,5162,1.5190620486892046e-05
1706,3287,3.7291097315060896e-05
1388,504,7.032139772461609e-05
1388,1356,8.177889834344182e-05
1388,1361,0.00011444465983690762
1388,5135,5.574625374610742e-05
1388,4566,0.00017861514282715884
1388,5162,2.8107759602731068e-05
1388,4114,6.940367049790644e-05
1388,2335,2.6881466472268248e-05
1388,2134,0.00014045835488531427
1388,3927,0.00011444465983690762
1388,2252,0.00012077732942062515
1388,2018,3.2883512031055606e-05
1388,2456,2.4659922476875766e-05
1388,3395,2.739603890915856e-05
1388,4521,8.486981299299663e-05
1388,2957,1.8914491054724432e-05
2018,504,6.315535925283671e-05
2018,1356,1.4254063907300571e-05
2018,5325,0.00031326179638742265
2018,3676,0.0001075312625222515
2018,4114,0.0001038288039458491
2018,3395,2.4674817233928544e-05
2018,5161,0.00010436968337309672
2456,1356,7.017386840992811e-05
2456,2134,6.350559369545563e-05
2456,755,9.55495679570545e-05
2456,3395,1.1148265107361459e-05
2456,4521,5.063653191525163e-05
2456,2957,1.0655579905049337e-05
2456,5162,5.447073778880295e-06
2335,606,2.1022826103456844e-05
2335,1356,9.862862946981428e-05
2335,4114,2.2434451281606077e-05
2335,5215,0.00012355577528194988
1356,442,0.0016672294344826128
1356,504,0.0001397797208078969
1356,755,0.0002166329066441224
1356,5135,0.00012072713726896755
1356,5325,0.0009028886764918447
1356,3676,0.00023090680924209598
1356,3786,0.00028610899000168646
1356,5161,0.00022072838415364556
1356,5162,8.394080522864192e-05
1356,3287,0.0001998483624060186
1356,5456,0.00013060061708792167
1356,3927,0.00022407937536959307
1356,3844,0.00033852403520649965
1356,5215,0.00012605511776664423
1356,1361,0.00022407937536959307
1356,2473,0.0002291089568446259
1356,1623,0.00033852403520649965
1356,2681,0.00017140503293453717
1356,4657,0.0002297749393941224
1356,4200,0.0002012986348928676
1356,3395,5.5557913901908134e-05
1356,4994,0.00013882888700218952
1356,2957,2.7827939987110206e-05
4521,2681,8.93674244144326e-05
4521,2957,3.616489129569068e-05
4521,3287,0.000104876259012507
4521,3395,6.175871965429518e-05
4521,755,0.00011355094063606764
4521,5325,0.00031559193626261046
4521,4994,7.840215455188289e-05
4521,5135,8.189169422830346e-05
4521,5162,6.9534736721716e-05
2957,2681,2.866452588901615e-05
2957,755,9.081605488425185e-05
2957,5325,0.00029782872360151045
2957,3395,3.7869014780441945e-06
2957,5135,2.1343745687218325e-05
2957,5215,6.60560405409218e-05
2957,5162,1.3827960893759756e-05
2957,4200,5.8896003654770185e-05
5162,606,1.446798977354254e-05
5162,2681,4.803503996279551e-06
5162,3786,2.2454789623340623e-05
5162,5215,0.00010721454526155888
2836,2151,2.13299471791245e-05
2836,4993,4.953653661954222e-05
2836,5392,1.1246594546188558e-05
2836,5229,2.930568804981018e-05
1722,515,1.1607795990790711e-06
3370,442,0.0007313337924992445
3370,4959,0.00027739633431756117
3370,3670,5.056778170222943e-05
2607,393,2.9098048304871365e-05
2607,1278,3.4784372752117697e-05
2607,3455,0.00039777978161993323
2607,4528,0.0002740028453716279
2607,5713,2.8975940445787078e-05
2607,5553,1.7504685541666556e-05
2607,3561,1.8442087260360125e-05
2607,3543,0.0001152845761402741
2607,4229,3.251005574682773e-05
2607,5520,5.6618054550630796e-05
3385,515,6.504581920940256e-06
3385,1405,1.1675910641377073e-05
3385,3175,3.298713382517476e-05
3385,4993,3.255203150459801e-05
266,1485,0.0001192721172920927
1485,399,1.7741795741791804e-05
1485,927,0.00038096385899228356
1485,1183,3.8930448310244716e-05
1485,1269,6.160782018981378e-06
1485,1437,1.7912662815832778e-05
1485,755,4.549528135451479e-05
1485,3766,0.00015524778146078536
1485,3479,1.1460061570538082e-05
1485,4484,3.156950261889992e-05
1485,2727,2.0616304393879244e-05
1485,2517,3.831857574604195e-05
1485,4007,1.7576769320606605e-05
1485,4048,3.4074201053730975e-05
1485,2045,8.967067883970504e-05
1485,2827,0.0002154892553008466
1485,1556,7.055474156702026e-05
1485,1607,2.177697525015849e-05
3265,1130,0.000676933452490126
268,2434,0.00033852403520649965
268,1204,2.3013564935832426e-05
4515,1097,3.093236925748263e-05
4515,5756,1.616887811927777e-05
1097,870,1.7433103196662957e-05
1097,5381,1.3052608120615978e-05
1097,5756,8.737899937983817e-06
1097,1255,6.984313866151448e-05
1097,1236,1.0881448916499046e-05
1097,4377,2.319602968330202e-05
625,4043,0.00011158107289320692
625,1383,0.00020657278044545254
625,2762,7.540784472537945e-05
5756,870,3.0701898141449216e-05
5756,1164,7.918004344931776e-05
5756,1255,4.476045386327576e-05
5756,1577,2.2354663778061043e-05
5756,4377,1.250479865117916e-05
5756,5315,3.6836444790466006e-05
5756,5381,1.902469348498014e-05
5756,5564,3.5550861537553866e-05
1236,870,2.2713169508715486e-05
1236,1810,1.4324725809341445e-05
1236,5217,8.492320924756634e-06
1236,1577,1.5373122513874324e-05
1236,5381,1.797255840019511e-05
4441,838,0.0005076427804061578
4441,1383,0.0009255753419502365
4441,5588,0.0005076427804061578
4984,495,1.646286899679034e-05
274,2470,0.00010052411219412484
274,3163,0.00042250431969117287
3163,2586,8.508242934580211e-05
3163,4163,0.0003692133497341735
3163,3210,0.00018640319006724503
3163,3514,0.00014369990071961197
275,2049,2.8265812303540293e-05
275,275,0.0
275,3722,5.7308961436685233e-08
2049,708,4.6579956078819876e-05
2049,975,2.689033987235355e-05
2049,1327,2.675528262793757e-05
2049,1726,2.6151588713665397e-05
2049,1939,9.493192907652438e-05
2049,4342,4.492495772523211e-05
2049,5526,2.5282719621701004e-05
2049,2194,3.032547557620235e-05
2049,3722,2.8265812303540293e-05
1629,4573,2.796241150225282e-05
1629,558,0.0003105616237042452
4573,558,0.0001081527191921635
4573,2263,2.005813650283983e-07
4573,2584,2.7962411502252847e-05
4573,3776,2.005813650283983e-07
4573,5136,1.706808411199938e-05
4573,5587,8.371530762244802e-05
4573,4696,1.706808411199938e-05
